Low,Median,High,Province,Occupation,NOC,Occupation_Code,Occupation_Code_2,OccupationDescription,OccupationDescription_2,Position_Code,Position
21.24,37.64,53.57,BC,"Aircraft instrument, electrical and avionics mechanics, technicians and inspectors ",22313,2,22,Natural and applied sciences and related occupations,Technical occupations related to natural and applied sciences,2,Technical Occupations and/or Supervisors
31.25,49.9,69.71,BC,Managers in health care ,30010,3,30,Health occupations,Specialized middle management occupations in health care,0,Managers
52.99,131.19,257.08,BC,Specialists in clinical and laboratory medicine ,31100,3,31,Health occupations,Professional occupations in health,1,Professionals
65.12,191.69,394.79,BC,Specialists in surgery ,31101,3,31,Health occupations,Professional occupations in health,1,Professionals
37.35,96.05,180.19,BC,General practitioners and family physicians ,31102,3,31,Health occupations,Professional occupations in health,1,Professionals
38.48,60.0,88.94,BC,Veterinarians ,31103,3,31,Health occupations,Professional occupations in health,1,Professionals
19.12,45.12,114.95,BC,Dentists ,31110,3,31,Health occupations,Professional occupations in health,1,Professionals
19.12,37.33,77.89,BC,Optometrists ,31111,3,31,Health occupations,Professional occupations in health,1,Professionals
33.33,43.5,49.45,BC,Audiologists and speech-language pathologists ,31112,3,31,Health occupations,Professional occupations in health,1,Professionals
32.85,46.5,60.0,BC,Pharmacists ,31120,3,31,Health occupations,Professional occupations in health,1,Professionals
24.61,40.0,44.45,BC,Dietitians and nutritionists ,31121,3,31,Health occupations,Professional occupations in health,1,Professionals
21.0,45.0,96.15,BC,Psychologists ,31200,3,31,Health occupations,Professional occupations in health,1,Professionals
19.12,32.23,69.83,BC,Chiropractors ,31201,3,31,Health occupations,Professional occupations in health,1,Professionals
28.85,43.27,52.88,BC,Physiotherapists ,31202,3,31,Health occupations,Professional occupations in health,1,Professionals
30.0,42.0,63.0,BC,Occupational therapists ,31203,3,31,Health occupations,Professional occupations in health,1,Professionals
23.0,27.97,39.9,BC,Kinesiologists and other professional occupations in therapy and assessment ,31204,3,31,Health occupations,Professional occupations in health,1,Professionals
19.12,38.41,66.61,BC,Other professional occupations in health diagnosing and treating ,31209,3,31,Health occupations,Professional occupations in health,1,Professionals
25.5,46.0,52.88,BC,Nursing coordinators and supervisors ,31300,3,31,Health occupations,Professional occupations in health,1,Professionals
31.2,43.0,50.0,BC,Registered nurses and registered psychiatric nurses ,31301,3,31,Health occupations,Professional occupations in health,1,Professionals
35.0,57.0,66.67,BC,Nurse practitioners ,31302,3,31,Health occupations,Professional occupations in health,1,Professionals
25.19,39.24,47.97,BC,"Physician assistants, midwives and allied health professionals ",31303,3,31,Health occupations,Professional occupations in health,1,Professionals
22.0,27.0,40.87,BC,Opticians ,32100,3,32,Health occupations,Technical occupations in health,2,Technical Occupations and/or Supervisors
24.0,31.0,33.0,BC,Licensed practical nurses ,32101,3,32,Health occupations,Technical occupations in health,2,Technical Occupations and/or Supervisors
24.5,35.4,49.0,BC,Paramedical occupations ,32102,3,32,Health occupations,Technical occupations in health,2,Technical Occupations and/or Supervisors
33.81,38.5,50.0,BC,"Respiratory therapists, clinical perfusionists and cardiopulmonary technologists ",32103,3,32,Health occupations,Technical occupations in health,2,Technical Occupations and/or Supervisors
16.75,21.0,26.0,BC,Animal health technologists and veterinary technicians ,32104,3,32,Health occupations,Technical occupations in health,2,Technical Occupations and/or Supervisors
18.0,24.0,36.06,BC,Other technical occupations in therapy and assessment ,32109,3,32,Health occupations,Technical occupations in health,2,Technical Occupations and/or Supervisors
,23.85,,BC,Denturists ,32110,3,32,Health occupations,Technical occupations in health,2,Technical Occupations and/or Supervisors
37.5,48.0,55.0,BC,Dental hygienists and dental therapists ,32111,3,32,Health occupations,Technical occupations in health,2,Technical Occupations and/or Supervisors
25.0,26.0,33.0,BC,Dental technologists and technicians ,32112,3,32,Health occupations,Technical occupations in health,2,Technical Occupations and/or Supervisors
25.0,37.0,46.0,BC,Medical laboratory technologists ,32120,3,32,Health occupations,Technical occupations in health,2,Technical Occupations and/or Supervisors
32.0,39.0,47.65,BC,Medical radiation technologists ,32121,3,32,Health occupations,Technical occupations in health,2,Technical Occupations and/or Supervisors
32.0,40.0,47.0,BC,Medical sonographers ,32122,3,32,Health occupations,Technical occupations in health,2,Technical Occupations and/or Supervisors
31.2,36.0,39.1,BC,Cardiology technologists and electrophysiological diagnostic technologists ,32123,3,32,Health occupations,Technical occupations in health,2,Technical Occupations and/or Supervisors
16.75,21.0,29.85,BC,Pharmacy technicians ,32124,3,32,Health occupations,Technical occupations in health,2,Technical Occupations and/or Supervisors
17.0,20.0,29.8,BC,Other medical technologists and technicians ,32129,3,32,Health occupations,Technical occupations in health,2,Technical Occupations and/or Supervisors
19.12,19.12,38.14,BC,Traditional Chinese medicine practitioners and acupuncturists ,32200,3,32,Health occupations,Technical occupations in health,2,Technical Occupations and/or Supervisors
19.12,23.42,43.51,BC,Massage therapists ,32201,3,32,Health occupations,Technical occupations in health,2,Technical Occupations and/or Supervisors
,19.12,,BC,Other practitioners of natural healing ,32209,3,32,Health occupations,Technical occupations in health,2,Technical Occupations and/or Supervisors
20.0,27.0,35.0,BC,Dental assistants and dental laboratory assistants ,33100,3,33,Health occupations,Assisting occupations in support of health services,3,General Occupations/Trades
22.0,25.51,32.97,BC,Medical laboratory assistants and related technical occupations ,33101,3,33,Health occupations,Assisting occupations in support of health services,3,General Occupations/Trades
20.0,25.0,26.0,BC,"Nurse aides, orderlies and patient service associates ",33102,3,33,Health occupations,Assisting occupations in support of health services,3,General Occupations/Trades
16.75,25.0,31.5,BC,Pharmacy technical assistants and pharmacy assistants ,33103,3,33,Health occupations,Assisting occupations in support of health services,3,General Occupations/Trades
17.0,23.56,28.0,BC,Other assisting occupations in support of health services ,33109,3,33,Health occupations,Assisting occupations in support of health services,3,General Occupations/Trades
47.8,62.86,80.0,BC,Government managers - health and social policy development and program administration ,40010,4,40,"Occupations in education, law and social, community and government services","Managers in public administration, in education and social and community services and in public protection services",0,Managers
37.5,57.14,75.0,BC,"Government managers - economic analysis, policy development and program administration ",40011,4,40,"Occupations in education, law and social, community and government services","Managers in public administration, in education and social and community services and in public protection services",0,Managers
28.33,44.56,70.83,BC,Government managers - education policy development and program administration ,40012,4,40,"Occupations in education, law and social, community and government services","Managers in public administration, in education and social and community services and in public protection services",0,Managers
